text,labels,binary_labels
Disabled people are just so sickening. ,hateful,1
How is it not clear to all of you that disabled people are human garbage. ,hateful,1
You imm1grants are all dishonest. ,hateful,1
Trans people should all be killed. ,hateful,1
Gay people are not worthy of living like other humans. ,hateful,1
Typical tranny behaviour. ,hateful,1
Restaurant chefs are scum. ,non-hateful,0
"By their nature, immigrants are never attractive. ",hateful,1
We'll torture these trans people without mercy. ,hateful,1
Threatening to kill all women will get you thrown in jail. ,non-hateful,0
I've been a complete dickhead. ,non-hateful,0
You and all the other gay people in this country make me boil with anger. ,hateful,1
Imm1grants are the absolute worst. ,hateful,1
You and all other disabl3d people are a plague to society. ,hateful,1
Only trans people are that kind and compassionate. ,non-hateful,0
I think most trans people are seriously fucked in the head. ,hateful,1
We must not make immigrants suffer any more than they already are. ,non-hateful,0
I really can't stand cauliflower. ,non-hateful,0
I really can't stand gay people like you. ,hateful,1
Those kinds of immigrants will never fit in. They ought to be executed. ,hateful,1
I would love to see those immigrants suffre. ,hateful,1
It's really not okay to be calling people faggot. ,non-hateful,0
Deaht to all trans people. ,hateful,1
It's disheartening to still see people call for the death of gay people in 2020. ,non-hateful,0
You are just a slut to me. ,hateful,1
Allowing any more gay people into government will ruin our country. ,hateful,1
Those kinds of trans people ought to be execuetd. ,hateful,1
"Even if Muslims are nice sometimes, they are still nothing but human garbage. ",hateful,1
"I can't believe these gay people, thinking I won't murder every one of them. ",hateful,1
Muslims can't help themselves but be complete dickheads. ,hateful,1
Those kinds of trans people ought to be executed. ,hateful,1
We would be better off if those gay people were eradicated. ,hateful,1
Disabled people are without a doubt the stupidest people on this planet. ,hateful,1
These immigrants are nothing but cockroaches. ,hateful,1
Putting a black person in charge is the biggest mistake anyone can make. ,hateful,1
Isn't it typical of a Muslim to be that stupid?,hateful,1
Women like you deserve todie. ,hateful,1
How is it not clear to all of you that Muslims are human garbage. ,hateful,1
There is a type of meatball eaten in the UK called faggot. ,non-hateful,0
I really think trans people are just the dumbest people. ,hateful,1
I'll snap that female neck of yours. ,hateful,1
I am going to make those immigrants smile. ,non-hateful,0
More than half of the participants were black people. ,non-hateful,0
We do not cover a lot of Muslim authors. ,non-hateful,0
Black people with any power are a t h r e a t to civilisation. ,hateful,1
We should look up to these gay people. ,non-hateful,0
Immigrants are a cancr. ,hateful,1
Gay people are just a waste of space. ,hateful,1
"You can write ""I'll slaughter any immigrant like you"", but I will take you to court for that. ",non-hateful,0
I don't like people in general but I have no particular contempt for trans people. ,non-hateful,0
Those kinds of gay people will never fit in. They ought to be executed. ,hateful,1
All trans people like them are vile. ,hateful,1
We have to call out the open hatred for trans people in our society. ,non-hateful,0
I'm so fucking excited. ,non-hateful,0
My dog is smarter than any Muslm could ever be. ,hateful,1
Isn't it typical of a disabled person to be that stupid?,hateful,1
Women like you are just pathetic. ,hateful,1
Those cars are worth absolutely nothing,non-hateful,0
Trans people are just so sickening. ,hateful,1
I am going to shoot the next trans person I see. ,hateful,1
Some gay people get into government. They are still just common trash to me. ,hateful,1
Saying that you hate gay people shows how misguided you are. ,non-hateful,0
Only women are that kind and compassionate. ,non-hateful,0
His therapist is a Muslim. ,non-hateful,0
Most black people are seriously fucked in the head. ,hateful,1
I want to k i l l all immigrants. ,hateful,1
You Muslims keep acting up. There really is nothing worse than your kind. ,hateful,1
Threatening to kill all Muslims will get you thrown in jail. ,non-hateful,0
You are nothing but a wetback. ,hateful,1
I wish all immigrants would be shot in the street. ,hateful,1
I think that disabled people should all be killed. ,hateful,1
There is nothing worse than a trans person. ,hateful,1
"Statements like ""black people are scum"" are deeply hurtful. ",non-hateful,0
I am going to shoot the next Muslim I see. ,hateful,1
Most gay people are seriously fucked in the head. ,hateful,1
Black people who think they are my equal fill me with so much rage. ,hateful,1
Trying to insult us like that is pointless. We call ourselves fags all the time. ,non-hateful,0
Typical faggot behaviour. ,hateful,1
Let me be clear: I don't hate trans people. ,non-hateful,0
Muslims can be kind to you at times. Don't forget they're still just worthless scum. ,hateful,1
Trans people are nothing but refuse. ,hateful,1
That is fitting for transvermin like you. ,hateful,1
Immigrants are great. ,non-hateful,0
Blck people like you are repugnant. ,hateful,1
We are a group of Muslims. ,non-hateful,0
Women do not deserve to be tortured like that. ,non-hateful,0
"I call myself faggot all the time. Keep up with the times, homophobes. ",non-hateful,0
"Whenever gay people look at me, I think they can sense that I feel nothing but contempt for them. ",hateful,1
You can't seriously believe that all disabled people are stupid. ,non-hateful,0
Clearly women are not our equal. ,hateful,1
Muslims must know that they are lesser beings. ,hateful,1
"If you say ""I hate gay people"", then you are a bigot!",non-hateful,0
Gay lives aren't worth shit. ,hateful,1
Women are worthless dirt. ,hateful,1
Gay lives are worht absolutely nothing. ,hateful,1
"He should be in jail for wishing ""death to all immigrants"". ",non-hateful,0
They are just a bunch of coons. ,hateful,1
I'm the bitch you wish you could be. ,non-hateful,0
Labour organisers are subhuman creatures. ,non-hateful,0
I detest traffic wardens. ,non-hateful,0
Disabled people with any power are a thraet to civilisation,hateful,1
I feel nothing but contmpt for immigrants. ,hateful,1
The guitar player in that band is a woman. ,non-hateful,0
That's only natural for a bitch like you. ,hateful,1
I h a t e immigrants. ,hateful,1
"As far as I am concerned, Muslims are human garbage. ",hateful,1
Typical bitch behaviour. ,hateful,1
Typical fagbehaviour. ,hateful,1
Just another common wetback. ,hateful,1
Only gay people can be so ignorant. ,hateful,1
Do you not realise how hateful you are being when calling black people trash?,non-hateful,0
"I've been out for years and it hasn't been easy, but I also love being a fag. ",non-hateful,0
His therapist is a woman. ,non-hateful,0
Never trust a single word said by an immigrant. ,hateful,1
Gay people are just sosickening. ,hateful,1
Black people like you are repugnant. ,hateful,1
Ihate Muslims,hateful,1
One can only hope someone will put an end to those black people. ,hateful,1
I'd rather have cancre than be anywhere near a trans person. ,hateful,1
Most immigrants are seriously fukced in the head. ,hateful,1
What if we just killed all trans people?,hateful,1
"If the idea comes from a disabled person, it must be bullshit. ",hateful,1
Disabled people can all go fuk themselves. ,hateful,1
"You can't seriously believe that ""Muslims are lesser beings"". ",non-hateful,0
"Immigrant lives might not be worth shit to you, but luckily your opinion doesn't count. ",non-hateful,0
Why would you think it's okay to call me a camel fucker?,non-hateful,0
All immigrants are such massivescumbags. ,hateful,1
Are there any trans people on your course?,non-hateful,0
Why don't we just get rid of Muslims once and for all?,hateful,1
"If you're telling Muslims to go fuck themselves, don't expect them to respect you. ",non-hateful,0
He was so pissed off when I said that. ,non-hateful,0
F u c k all women. ,hateful,1
Gay people are nothing but refuse. ,hateful,1
I absolutely abhor all Muslims. ,hateful,1
"He said this was ""typical cripple behaviour"", which shows how bigoted he is. ",non-hateful,0
You are just a retard to me. ,hateful,1
"By their nature, gay people are never attractive. ",hateful,1
What if we just killed all immigrants?,hateful,1
"If the idea comes from a trans person, it must be bullshit. ",hateful,1
I believe gay lives aren't worth shit. ,hateful,1
I do not know many Muslims. ,non-hateful,0
Why would you think it's okay to call me a nigger?,non-hateful,0
I want to k1ll all women. ,hateful,1
Those gay people might look human but they are just parasites to our society. ,hateful,1
If only black people like you all had their throats cut. ,hateful,1
The world would be better off without trans people like you. ,hateful,1
I have so much hatred for you. ,non-hateful,0
That immigrant will die a horrible deth at my hands. ,hateful,1
"If you are a disabled person, then you are probably stupid. ",hateful,1
He did really piss me off by doing that. ,non-hateful,0
Black people are nothing but refuse. ,hateful,1
Her colleague is a black person. ,non-hateful,0
Muslims are human garbage. ,hateful,1
Trans people are a virus. ,hateful,1
I detest Muslims. ,hateful,1
Too manyfaggots in this country. ,hateful,1
Women are absolutely despicable. ,hateful,1
Let's get rid of immigrants once and for all. ,hateful,1
